R.N,CALL NO.,AUTHOR,TITLE,COPY RIGHT,LOCATION,
914,248.2M859c.3,"Anthony Mottola, Ph.D",THE SPIRITUAL EXERCISES OF St. IGNATIUS,1964,SPIRITUALITY,
915,248.2M859c.4,"Anthony Mottola, Ph.D",THE SPIRITUAL EXERCISES OF St. IGNATIUS,1964,SPIRITUALITY,
916,248.2M859c.5,"Anthony Mottola, Ph.D",THE SPIRITUAL EXERCISES OF St. IGNATIUS,1964,SPIRITUALITY,
253,248.3P964c.1,"Louis J. Puhl, S.J.",The Spiritual Exercises of St. Ignatius,n.d.,Filipiniana,
254,248.3P964c.2,"Louis J. Puhl, S.J.",The Spiritual Exercises of St. Ignatius,n.d.,Filipiniana,
198,248.29F629,Ruth Burrows,THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
277,248.3F629c.1,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
278,248.3F629c.2,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
279,248.3F629c.3,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
280,248.3F629c.4,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
281,248.3F629c.5,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
282,248.3F629c.6,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
283,248.3F629c.7,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
284,248.3F629c.8,"David Fleming, S.J",THE SPIRITUAL EXERCISES OF ST. IGNATIUS : a literal translation and a contemporary reading,1978,SPIRITUALITY,
77,248.3P964,Anthony Mottola,THE SPIRITUAL EXERCISES OF ST. IGNATIUS : A new translation based on studies in the language of the autograph,1964,SPIRITUALITY,
561,234.72P964,"Louis J. Puhl, S.J.",The Spiritual Exercises of St. Ignatius : a new translation based on studies in the language of the autograph,n.d.,Filipiniana,
76,248.3P964,Luis J. Paul S.J,THE SPIRITUAL EXERCISES OF ST. IGNATIUS : based on studies in the language of the autograph,1967,SPIRITUALITY,
940,248.29P442c.1,"Reverend William A.M Peters, S.J",THE SPIRITUAL EXERCISES OF ST. IGNATIUS EXPOSITION AND INTERPRETATION,1967,SPIRITUALITY,
941,248.29P442c.2,"Reverend William A.M Peters, S.J",THE SPIRITUAL EXERCISES OF ST. IGNATIUS EXPOSITION AND INTERPRETATION,1967,SPIRITUALITY,
942,248.29P442c.3,"Reverend William A.M Peters, S.J",THE SPIRITUAL EXERCISES OF ST. IGNATIUS EXPOSITION AND INTERPRETATION,1967,SPIRITUALITY,
64,248.29R421,Joseph Rickaby,The Spiritual exercises of St. Ignatius Loyola,n.d.,SPIRITUALITY,
122,248.3Sp485 ,,THE SPIRITUAL EXERCISES OF ST. IGNATIUS LOYOLA,1963,SPIRITUALITY,
747,248.2D381,"Lewis Delmage, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS LOYOLA,1978,SPIRITUALITY,
748,248.3D381c.1,"Lewis Delmage, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS LOYOLA,1978,SPIRITUALITY,
749,248.3D381c.2,,THE SPIRITUAL EXERCISES OF ST. IGNATIUS LOYOLA,1982,SPIRITUALITY,
964,248.29Sp485c.1,,THE SPIRITUAL EXERCISES OF St. IGNATIUS LOYOLA : In present day application,1984,SPIRITUALITY,
965,248.29Sp485c.2,,THE SPIRITUAL EXERCISES OF St. IGNATIUS LOYOLA : In present day application,1982,SPIRITUALITY,
755,248.3M898,"Lewis Delmage, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS OF LOYOLA,1968,SPIRITUALITY,
905,248.4M911,"Fr. Elder Mullan, S.J.",THE SPIRITUAL EXERCISES OF ST. IGNATIUS OF LOYOLA,1914,SPIRITUALITY,
185,248.3M898c.1,Rev. Bernard J. Mulhern,The Spiritual Exercises of St. Ignatius of Loyola,1966,Filipiniana,
186,248.3M898c.2,Rev. Bernard J. Mulhern,The Spiritual Exercises of St. Ignatius of Loyola,1966,Filipiniana,
187,248.3M898c.3,Rev. Bernard J. Mulhern,The Spiritual Exercises of St. Ignatius of Loyola,1966,Filipiniana,
188,248.3M898c.4,Rev. Bernard J. Mulhern,The Spiritual Exercises of St. Ignatius of Loyola,1966,Filipiniana,
189,248.3M898c.5,Rev. Bernard J. Mulhern,The Spiritual Exercises of St. Ignatius of Loyola,1966,Filipiniana,
190,248.3M898c.6,Rev. Bernard J. Mulhern,The Spiritual Exercises of St. Ignatius of Loyola,1966,Filipiniana,
113,248.3C838 c.2,Marian Cowan,THE SPIRITUAL EXERCISES OF ST. IGNATIUS OF LOYOLA :  A HANDBOOK FOR DIRECTORS,1981,General Reference,
112,248.3C838 c.1,Marian Cowan,THE SPIRITUAL EXERCISES OF ST. IGNATIUS OF LOYOLA : A HANDBOOK FOR DIRECTORS,1981,General Reference,
114,248.3C838 c.3,"Marian Cowan, CSJ & John Cardoll",THE SPIRITUAL EXERCISES OF ST. IGNATIUS OF LOYOLA : A HANDBOOK FOR DIRECTORS,1981,General Reference,
227,,William A.M  Peter,THE SPIRITUAL EXERCISES OS ST. IGNATIUS : Exposition and interpretation,1978,PERIODICAL,
285,248.3F629c.9,"David L. Fleming, S.J.",THE SPIRITUAL EXERCISES: A LITERAL TRANSLATION AND A CONTEMPORARY READING,1978,SPIRITUALITY,
87,248.482H866,Dom Roger Hudleston O.S.B.,THE SPIRITUAL LETTERS OF DOM JOHN CHAPMAN O.S.B.,1935,SPIRITUALITY,
71,248.4T158,Adolphe Tanquerey,THE SPIRITUAL LIFE : a treatise on ascetical and mystical theology,1930,SPIRITUALITY,
210,248.29P964,"Louis J. Puhl, S.J.",THE SPIRITUAL OF S.T IGNATIUS A NEW TRANSLATION BASED ON STUDIES IN THE LANGUAGE OF THE AUTOGRAPH,1950,SPIRITUALITY,
543,248.2C358,"Father Champion, S.J.",THE SPIRITUAL TEACHING OF FATHER LOUIS LALLEMANT S.J.,1928,SPIRITUALITY,
296,248.3F279c.1,Murphy Palmer Padberg,THE SPIRITUAL WRITINGS OF PIERRE FAVRE,1996,SPIRITUALITY,
297,248.3F279c.2,Murphy Palmer Padberg,THE SPIRITUAL WRITINGS OF PIERRE FAVRE,1996,SPIRITUALITY,
298,248.3F279c.3,Murphy Palmer Padberg,THE SPIRITUAL WRITINGS OF PIERRE FAVRE,1996,SPIRITUALITY,
299,248.3F279c.4,Murphy Palmer Padberg,THE SPIRITUAL WRITINGS OF PIERRE FAVRE,1996,SPIRITUALITY,
442,248.4G133,Segundo Galilea,THE SPIRITUALITY OF EVANGELIZATION according to the beatitudes : pastoral exchanges number 1,1980,Filipiniana,
685,248.2Al88,Sister Ma. Consuelo B. Alvino,THE SPIRITUALITY OF MOTHER IGNACIA DEL ESPIRITU SANTO,1981,SPIRITUALITY,
159,248.4L496,Jean Leclercq & Francois Vandenbroucke & Louis Bouyer,THE SPIRITUALITY OF THE MIDDLE AGES,1968,SPIRITUALITY,
62,248.4B866,Louis Bouyer,THE SPIRITUALITY OF THE MIDDLE AGES : a history of christian spirituality,1961,SPIRITUALITY,
97,232B669,Louis Bouyer,THE SPIRITUALITY OF THE NEW TESTAMENT AND THE FATHERS,1960,SPIRITUALITY,
43,248B669,Alnurfo Bugtas S.J,The Spirituality of the New Testament and the Fathers,1960,General Reference,
200,226H384,"Hendrickx, cicm",The story Behind the Gospels,1974,BIBLICAL STUDIES,
568,225.09H384,"H. Hendrickx, CICM",THE STORY BEHIND THE GOSPELS NEW REVISED EDITION,1974,Filipiniana,
28,230.2Aq55 v.3,Paul M. Sheehan,THE SUMMA OF ST. THOMAS AQUINAS VOLUME |||,1989,General Reference,
331,808.81T161,,THE TAPESTRY OF LIFE : From the salesian collection,1994,SPIRITUALITY,
22,811.5M558,Thomas Merton,THE TEARS OF THE BLIND LIONS,1949,REFERENCE (Library 2),
98,302.3 B85,"Bual Me Bulatao, S.J",THE TECHNIQUE OF GROUP DISCUSSION ,1965,FILIPIANA (LIBRARY 2),
808,851P973,,THE TEMPLE CLASSICS : The purgatorio of Dante Alighieri,1968,SPIRITUALITY,
819,225.92M366c.2,Carlo M. Martini,THE TESTIMONY OF ST PAUL,1983,SPIRITUALITY,
818,225.92M366c.1,Carlo M. Martini,THE TESTIMONY OF ST. PAUL,1983,SPIRITUALITY,
226,248.3T314c.1,,THE TEXT OF THE SPIRITUAL EXERCISES OF SAINT IGNATIUS,1929,SPIRITUALITY,
227,248.3T314c.2,,THE TEXT OF THE SPIRITUAL EXERCISES OF SAINT IGNATIUS,1943,SPIRITUALITY,
228,248.3T314c.3,,THE TEXT OF THE SPIRITUAL EXERCISES OF SAINT IGNATIUS,1929,SPIRITUALITY,
229,248.3T314c.4,,THE TEXT OF THE SPIRITUAL EXERCISES OF SAINT IGNATIUS,1943,SPIRITUALITY,
467,248.2G940,"Joseph De Guibera, S.J.",THE THEOLOGY OF THE SPIRITUAL LIFE,1953,SPIRITUALITY,
217,813.54L770,D.S. Lliteras,The Thieves of Golgotha : a novel,1998,THEOLOGY,
191,239.7C426,G.K. Chesterton,THE THING: WHY I AM A CATHOLIC,1930,THEOLOGY,
90,248.22L137,Pere Garrigou - Lagrange,THE THREE WAYS OF THE SPIRITUAL LIFE,1950,SPIRITUALITY,
327,232.91F679,Ted and Maureen FlyNN,"THE THUNDER OF JUSTICE: The warning , The miracle , The chastisement, The Era of Peace",1993,SPIRITUALITY,
25,363.90599T445,,THE TIES THAT BIND: POPULATION AND DEVELOPMENT IN THE PHILIPPINES,2004,FILIPIANA (LIBRARY 2),
39,821.008T62,"William Harmon , editor",THE TOP 500 POEMS,1992,GEN-REF2,
124,220.3T624,"D.M. Miller, editor","THE TOPICAL BIBLE CONCORDANCE : for the use of ministers, missionaries, teachers, and christian workers",1972,BIBLICAL STUDIES,
985,248.4L645,Johann Lindworsky,THE TRAINING OF THE WILL ,,SPIRITUALITY,
244,241.042 Q488,"Horacio De La Costa, S.J.",The Trial of Rizal,1961,Filipiniana,
231,,,"THE TRINITY IN THE IGNATIAN CHARISM ; A tribute to father arrupe vol.13, no. 39 - 40",1982,PERIODICAL,
422,261.85So129,Jon Sobrino,THE TRUE CHURCH AND THE POOR,1985,Filipiniana,
389,232.96W486,"Fr. Paul Wenisch, S.J.",The Truth About the Promises of Our Lord to St. Margaret Mary,n.d.,Filipiniana,
127,248.86G165,Ben E. Garcia,The Truth Behind Faith Healing,1985,Filipiniana,
32,264.2 C362,Elsa Chaney,THE TWELVE DAYS OF CHRISTMAS,1955,THEOLOGY,
17,221.7M199,John L. McKenzie,THE TWO-EDGED SWORD : an interpretation of the old testament,1956,BIBLICAL STUDIES,
32,294.1N583,Swami Nikhilananda,THE UPANISHADS,1963,REFERENCE (Library 2),
22,242.2Up6,,The Upper room : disciplines 2000,1999,SPIRITUALITY,
14,232.5 B812,Raymond E. Brown,THE VIRGINAL CONCEPTION & BODILY RESURRECTION OF JESUS,1973,THEOLOGY,
118,282.092R129v,Hugo Rahner,THE VISION OF ST. IGNATIUS IN THE CHAPEL OF LA STORTA,1975,SPIRITUALITY,
499,248.4Eb61,"Sister Eblana, O.D.C",THE VOCATIONS OF LADY CHRISTIANINE,1964,SPIRITUALITY,
257,248.4K11,"Adrian Van Kaam, C.SS.P.",The vowed Life : Dynamics of personal and spiritual unfolding,1968,THEOLOGY,
41,El44,T.S Eliot,THE WASTE LAND AND OTHER POEMS,1930-1962,FICTION,
15,271.125M558,Thomas Merton,THE WATERS OF SILOE,1949,REFERENCE (Library 2),
181,248.05W364 v.42,"James Walsh, S.J, editor","THE WAY   vol.42, no.1 ",2003,PERIODICAL,
37,248.482Es196,Msgr. Jose M. Escriva,THE WAY : a book of spiritual rules that has become a religious classic...,1954,SPIRITUALITY,
204,"248.05W364 v.5,n.2","James Walsh, S.J, editor","THE WAY : A holy sacrifice vol.5, no.2",1965,PERIODICAL,
217,"248.05W364 v.40,n.4","Michael Barnes S.J,editor","THE WAY : Addiction vol.40,no.4",2000,PERIODICAL,
212,"248.05W364 v.38,n.2","Michael Barnes S.J,editor","THE WAY : Belonging vol.38,no.2",1998,PERIODICAL,
220,"248.05W364 v.41,n.3","Michael Barnes S.J,editor","THE WAY : Christian and other animals vol.41,no.3",2001,PERIODICAL,
222,"248.05W364 v.43,n.4c.1",,"THE WAY : Commitment and Freedom vol.43,no.4 ",2004,PERIODICAL,
,"248.05W364 v.43,n.4c.2",,"THE WAY : Commitment and Freedom vol.43,no.4 (number of copies 2)",2004,PERIODICAL LIB2 (Duplicate copies),
7,248.05W364,,THE WAY : Contemporary Christian Spirituality,1981,PERIODICAL,
8,248.05W364,,THE WAY : Contemporary Christian Spirituality,1982,PERIODICAL,
9,248.05W364,,THE WAY : Contemporary Christian Spirituality,1986,PERIODICAL,
10,248.05W364,,THE WAY : Contemporary Christian Spirituality,1984,PERIODICAL,
1,248.05W364,,"THE WAY : Contemporary Christian Spirituality, vol.14",1974,PERIODICAL,
2,248.05W364,,"THE WAY : Contemporary Christian Spirituality, vol.15",1975,PERIODICAL,
3,248.05W364,,"THE WAY : Contemporary Christian Spirituality, vol.17",1977,PERIODICAL,
4,248.05W364,,"THE WAY : Contemporary Christian Spirituality, vol.18",1978,PERIODICAL,
5,248.05W364,,"THE WAY : Contemporary Christian Spirituality, vol.19",1979,PERIODICAL,
6,248.05W364,,"THE WAY : Contemporary Christian Spirituality, vol.20",1980,PERIODICAL,
19,248.05W364,,"THE WAY : Contemporary Christian Spirituality, vol.23",1983,PERIODICAL,
11,248.05W364,,"THE WAY : Contemporary Christian Spirituality,vol.27",1987,PERIODICAL,
12,248.05W364,,"THE WAY : Contemporary Christian Spirituality,vol.28",1988,PERIODICAL,
211,"248.05W364 v.38,n.1","Michael Barnes S.J,editor","THE WAY : Darkness and light vol.38, no.1",1998,PERIODICAL,
219,"248.05W364 v.41,n.2","Michael Barnes S.J,editor","THE WAY : Europrean diaglogues vol.41, no.2",2001,PERIODICAL,
183,"248.05W364 v.44,no.1c.1","James Walsh, S.J, editor","THE WAY : GOD NOWADAYS vol.44, no.1 ",2005,PERIODICAL,
,"248.05W364 v.44,no.1c.2- 3","James Walsh, S.J, editor","THE WAY : GOD NOWADAYS vol.44, no.1 (number of copies 3)",2005,PERIODICAL LIB2 (Duplicate copies),
215,"248.05W364 v.39,n.2","Michael Barnes S.J,editor","THE WAY : Images of asia vol.39, no.2",1999,PERIODICAL,
213,"248.05W364 v.38,n.3","Michael Barnes S.J,editor","THE WAY : Latin America vol.38, no.3",1998,PERIODICAL,
208,"248.05W364 v.16,n.4","James Walsh, S.J, editor","THE WAY : Loneliness vol.16,no.4",1976,PERIODICAL,
221,"248.05W364 v.41,n.4","Michael Barnes S.J,editor","THE WAY : Mazes and amazement vol.41, no.4",2001,PERIODICAL,
184,"248.05W364 v.44,no.2,c.1","James Walsh, S.J, editor","THE WAY : MINISTERING GOD'S WORD vol.44,no2  ",2005,PERIODICAL,
,"248.05W364 v.44,no.2,c.2 - 3","James Walsh, S.J, editor","THE WAY : MINISTERING GOD'S WORD vol.44,no2   (number of copies 3)",2005,PERIODICAL LIB2 (Duplicate copies),
216,"248.05W364 v.39,n.4","Michael Barnes S.J,editor","THE WAY : Moment of opportunity vol.39,no.4",1999,PERIODICAL,
182,248.05W364 v.43c.1,"James Walsh, S.J, editor","THE WAY : MOVEMENTS OF SPIRIT vol.43, no.3   ",2004,PERIODICAL,
,248.05W364 v.43c.2 - 3,"James Walsh, S.J, editor","THE WAY : MOVEMENTS OF SPIRIT vol.43, no.3  (number of copies 3)",2004,PERIODICAL LIB2 (Duplicate copies),
209,"248.05W364 v.27,n.1","David Lonsadale S.J. , editor","THE WAY : Prejudice vol.27,no.1",1987,PERIODICAL,
206,"248.05W364 v.5,n.4","James Walsh, S.J, editor","THE WAY : Spiritual Progress,vol.5, no.4",1965,PERIODICAL,
214,"248.05W364 v.39,n.1","Michael Barnes S.J,editor","THE WAY : Spirituality and travel vol.39,no.1",1999,PERIODICAL,
218,"248.05W364 v.41,n.1","Michael Barnes S.J,editor","THE WAY : Spirituality at home vol.41,no.1",2001,PERIODICAL,
18,248.05W364 ,,"THE WAY : SUPPLEMENT , vol.49",1984,PERIODICAL,
14,248.05W364v.18,,"THE WAY : SUPPLEMENT, vol.18",1973,PERIODICAL,
15,248.05W364v.37,,"THE WAY : SUPPLEMENT, vol.37",1980,PERIODICAL,
16,248.05W364v.40,,"THE WAY : SUPPLEMENT, vol.40",1981,PERIODICAL,
210,"248.05W364 v.27,n.2","David Lonsadale S.J. , editor","THE WAY : Sustaining the prophets vol.27, no.2",1987,PERIODICAL,
207,"248.05W364 v.16,n.3","James Walsh, S.J, editor","THE WAY : The healing community vol.16, no.3",1976,PERIODICAL,
205,"248.05W364 v.5,n.3","James Walsh, S.J, editor","THE WAY : The imitation of christ vol.5,no.3",1965,PERIODICAL,
17,248.05W364,David M. Stanley S.J,THE WAY :THE CALL TO DISCIPLESHIP:  The Spiritual Exercises with the Gospel of St. Mark,1982,PERIODICAL,
584,248.34P384,"M. Basil Pennington, O.C.S.O.",THE WAY BACK HOME : An introduction to centering prayer,1989,SPIRITUALITY,
316,299.514M558,Thomas Merton,THE WAY OF CHUANG TZU,1965,SPIRITUALITY,
418,248.22Av55,ST. Teresa of Avila,THE WAY OF PERFECTION ,1964,SPIRITUALITY,
63,248.4819F887,R.M. French,The Way of pilgrim and the pilgrim continues his way,1972,SPIRITUALITY,
461,234.72 Ev148,,THE WAY OF THE CROSS ,1997,Filipiniana,
515,242W364,,The Way of the Cross ( Reflections for personal and social transformation ( booklet),n.d.,Filipiniana,
462,234.72Ev148c.1,"REX EVANGELISTA, illus.",THE WAY OF THE CROSS TODAY,1991,Filipiniana,
463,234.72Ev148c.2,"REX EVANGELISTA, illus.",THE WAY OF THE CROSS TODAY,1992,Filipiniana,
464,234.72Ev148c.3,"REX EVANGELISTA, illus.",THE WAY OF THE CROSS TODAY,1991,Filipiniana,
516,242W364,,THE WAY OF THE CROSS VOLUME III,n.d.,Filipiniana,
283,230W364,,The Way of the Shepherd edited by Msgr. Socrates B. Villegas,1992,Filipiniana,
186,"248.05W364, no.10","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.10 : Celibacy,1971,PERIODICAL,
187,"248.05W364, no.16","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.16 :  Prayer &the ignatian exercises new directories,1972,PERIODICAL,
188,"248.05W364, no.23","James Walsh, S.J, editor","THE WAY SUPPLEMENT No.23 : Prayer , discernment and ministry",1974,PERIODICAL,
189,"248.05W364, no.24","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.24 : Ignatian election and christian choice,1975,PERIODICAL,
191,"248.05W364, no.27","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.27: Prayer in the spiritual exercises,1976,PERIODICAL,
190,"248.05W364, no.28","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.28 : Apostolic mission today,1976,PERIODICAL,
192,"248.05W364, no.32","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.32 : Principles of religious formation,1977,PERIODICAL,
193,"248.05W364, no.34c.1","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.34 : Prayer and community  ,1978,PERIODICAL,
,"248.05W364, no.34c.2","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.34 : Prayer and community  (number of copies 2),1978,PERIODICAL LIB2 (Duplicate copies),
194,"248.05W364, no.35c.1",Brian O'Leary S.J,THE WAY SUPPLEMENT No.35 : The discernment od spirits in the memoriale of blessed Peter Favre  ,1979,PERIODICAL,
,"248.05W364, no.35c.2",Brian O'Leary S.J,THE WAY SUPPLEMENT No.35 : The discernment od spirits in the memoriale of blessed Peter Favre   (number of copies 2),1979,PERIODICAL LIB2 (Duplicate copies),
195,"248.05W364, no.36",Brian O'Leary S.J,THE WAY SUPPLEMENT No.36 : Revising the constitutions ,1979,PERIODICAL,
196,"248.05W364, no.38","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.38 : The directed retreat,1980,PERIODICAL,
197,"248.05W364, no.47","David Lonsadale S.J. , editor",THE WAY SUPPLEMENT No.47 : Spirituality and Priesthood,1983,PERIODICAL,
198,"248.05W364, no.48","David Lonsadale S.J. , editor",THE WAY SUPPLEMENT No.48 : Presenting the first week,1983,PERIODICAL,
199,"248.05W364, no.49","David Lonsadale S.J. , editor",THE WAY SUPPLEMENT No.49 : The spiritual in daily life,1984,PERIODICAL,
200,"248.05W364, no.55","David Lonsadale S.J. , editor",THE WAY SUPPLEMENT No.55 : From loyola to la mancha,1986,PERIODICAL,
202,"248.05W364, no.58","David Lonsadale S.J. , editor","THE WAY SUPPLEMENT No.58 : The spiritual exercises , weeks three and four",1987,PERIODICAL,
201,"248.05W364, no.58","David Lonsadale S.J. , editor","THE WAY SUPPLEMENT No.58 : The spiritual exercises , weeks three and four (photo copiess)",1987,PERIODICAL,
203,"248.05W364, no.61","David Lonsadale S.J. , editor",THE WAY SUPPLEMENT No.61 :  The ignatian constitutions today,1988,PERIODICAL,
185,"248.05W364, no.9","James Walsh, S.J, editor",THE WAY SUPPLEMENT No.9 : Poverty,1970,PERIODICAL,
31,248.3J612,Pope John Paul II,THE WAY TO CHRIST : Spiritual Exercises ,1984,PAPAL COLLECTION,
404,248.22C111,Nicolas Caballero,"THE WAY TO FREEDOM Meditation, Oriental Approach and Christian Content",1983,Filipiniana,
131,248.2C11,Nicolas Caballero,"THE WAY TO FREEDOM: Meditation , Oriental Approach and Christain Content",1982,SPIRITUALITY,
102,975.6563W364,,THE WAY WE LIVED,1997,GEN-REF2,
464,248.13P943,Ira Progoff,THE WELL AND THE CATHEDRAL : With an introduction on its use in the practice of mediation,1972,SPIRITUALITY,
14,C881,Vincent Cronin,The Wise Man from the West,1955,FICTION,
581,282.092H353,"Hebblethwaite, Peter",The Wojtyla story : Pope John Paul II,n.d.,Filipiniana,
569,252B328,William J. Bausch,THE WORD IN AND OUT OF SEASON HOMILIES FOR PREACHERS REFLECTIONS FOR SEEKERS,2000,Filipiniana,
160,232W828,Karol Wojtyla ( Pope John Paul II),THE WORD MADE FLESH : the meaning of the christmas season,1985,THEOLOGY,
469,252Ev22,Lous Evely,THE WORD OF GOD,1967,SPIRITUALITY,
696,248.2W891,Dalton Et Al.,THE WORD OF GOD IN THE SPIRITUAL ERCISES,1979,SPIRITUALITY,
482,248.34W891,,THE WORD OF GOD IN THE SPIRITUAL EXERCISES,1978,SPIRITUALITY,
94,290Ed48,Editorial Staff,THE WORLD GREAT RELIGIONS,1958,General Reference,
176,231W893,,THE WORLD GREATEST QUESTION,2007,THEOLOGY,
150,707Sch728,Paul A. Schreivogel,THE WORLD OF ART- THE WORLD OF YOUTH,1968,General Reference,
3,290W915,A.S Van Der Woude,"THE WORLD OF THE BIBLE : bible Handbook, volume 1",1986,BIBLICAL STUDIES,
4,221.95W915,"A.S Van Der Woude, editor","THE WORLD OF THE OLD TESTAMENT : bible handbook, volume 2",1982,BIBLICAL STUDIES,
146,291.82N856,Philip Novak,"THE WORLD WISDOM : SACRED TEXTS OF THE WORLD'S RELIGIONS, foreword byHuston Smith",1994,General Reference,
159,808.81W893,,THE WORLDS GREAT RELIGIOUS POETRY,1944,General Reference,
891,253N856,Henri J.M. Nouwen,THE WOUNDED HEALER : Ministry in contemporary society,,SPIRITUALITY,
613,248.22J641,William Johnston,THE WOUNDED STAG,1984,SPIRITUALITY,
268,248.48W343,"Francis X. Weiser, S.J.",The Year of the Lord in the Christian Home,1964,THEOLOGY,
18,792.8023W857,Angela Whitehill & William Noble,THE YOUNG PROFESSIONAL'S BOOK OF BALET,1990,REFERENCE (Library 2),
22,,Hueber Verlag,THEMEN 2 : Deutsch als Fremdsprache,2003,SPECIAL COLLECTION LIB 2,
4,248.4L499,MICHEL LEDRUS S.J.,THEMES POUR LES EXERCICES SPIRITUELS,1976,SPECIAL COLLECTION,
111,230.2Sh351,F.J. Sheed,THEOLOGY AND SANITY,1946,THEOLOGY,
325,230.9599T158,Rodrigo D. Tano,THEOLOGY IN THE PHILIPPINES SETTING,1989,Filipiniana,
524,232.91Oc13,Michael O'Carroll,Theotokos : a theological encyclopedia of the Blessed Virgin Mary,1985,Filipiniana,
190,248.4Ac75c.2,"Claudius Acquaviva, S.J.",THERAPY FOR ILLNESSES OF SOUL,,SPIRITUALITY,
191,248.4Ac75c.3,"Claudius Acquaviva, S.J.",THERAPY FOR ILLNESSES OF SOUL,1972,SPIRITUALITY,
189,248.4Ac75c.1,"Claudius Acquaviva, S.J.",THERAPY FOR ILNESSES OF SOUL,,SPIRITUALITY,
91,499.2213G165,Ben E. Garcia,THESAURUS: VISAYAN-ENGLISH VOCABULARY ASIA-PACIFIC,,FILIPIANA (LIBRARY 2),
,,,THESE MEN THEY CALL KNIGHT,,BOOKLET,
511,248.4Am189,"Aloysius Ambruzzi, S.J.",THESPIRITUAL EXERCISES OF ST IGNATIUS IN OUR DAILY PRAYER,1955,SPIRITUALITY,
173,282.8T348,,THIRD GENERAL CONFERENCE OF LATIN AMERICAN BISHOPS: EVANGELIZATION AT PRESENT AND IN THE FUTURE OF LATIN AMERICA,1979,SPIRITUALITY,
756,242B664t,"H. Pinard de Boullaye, S.J.","THIRD RETREAT OF H PINARD DE LA BOULLAYE, S.J.",,SPIRITUALITY,
160,282.092H215,Melville Harcourt,THIRTEEN FOR CHRIST,1963,SPIRITUALITY,
590,275.3M484,Teresa Melia,THIS IS OUR LIFE,1961,SPIRITUALITY,
145,252F87t,William J. Freburger,"THIS IS THE WORD OF THE LORD : 34 liturgies of the word for holy week, major feasts and selected sundays arranged in dialogue form for three readers",1970,THEOLOGY,
144,252F87r,William J. Freburger,"THIS IS THE WORD OF THE LORD : readings of the liturgy in dialogue form , holyweek + selected sundays + major feasts",1984,THEOLOGY,
70,261.85T349,,THIS PROGRESS : A CREATIVE NEW TRANSLATION OF POPE PAULS ENCYCLICAL PROGRES OF PEOPLES,1968,PAPAL COLLECTION,
41,229.8Ur6,Risto Uro,THOMAS : SEEKING THE HISTORICAL CONTEXT OF THE GOSPEL OF THOMAS,2003,THEOLOGY,
552,282.092W856,M. V. Woodgate,THOMAS BECKET 1118-1170,1971,SPIRITUALITY,
